image_path,Category,Prompt,Clip_score_Gemini,Clip_score_SD,Blip_score_SD,Blip_score_Gemini
Generated_images_Gemini/img_001.png,Nature,"A misty pine forest at dawn, soft golden light filtering through the trees, a deer silhouetted in the distance.",0.3125046491622925,0.32057520747184753,0.9997078776359558,0.9994587302207947
Generated_images_Gemini/img_002.png,Nature,A remote mountain lake reflecting snow-capped peaks under a perfectly clear blue sky.,0.33179283142089844,0.2923692762851715,0.9937521815299988,0.9987311959266663
Generated_images_Gemini/img_003.png,Nature,"Rolling green hills under a dramatic, fast-moving cloudscape, painted in soft pastel tones.",0.3325626254081726,0.30455636978149414,0.975380539894104,0.9998273849487305
Generated_images_Gemini/img_004.png,Nature,An aerial view of a winding river cutting through a dense tropical rainforest.,0.34623056650161743,0.35561901330947876,0.9988924860954285,0.998706579208374
Generated_images_Gemini/img_005.png,Nature,"The Milky Way arching above an ancient desert ruin, the ground lit faintly by starlight.",0.36593160033226013,0.352544903755188,0.9999058246612549,0.9999406337738037
Generated_images_Gemini/img_006.png,Nature,A time-lapse effect of swirling star trails over a frozen alpine meadow.,0.3554040789604187,0.3630840480327606,0.9991858601570129,0.9995213747024536
Generated_images_Gemini/img_007.png,Nature,"Aurora borealis dancing above a quiet fishing village, its lights shimmering on the fjord.",0.3926892876625061,0.37104782462120056,0.9988623857498169,0.999462902545929
Generated_images_Gemini/img_008.png,Nature,A wall of thunderclouds rolling across open prairie just before a summer storm.,0.30187496542930603,0.3243635594844818,0.999208390712738,0.9946065545082092
Generated_images_Gemini/img_009.png,Nature,"Rain falling in silver sheets over a quiet mountain cabin, lit warmly from within.",0.3284182846546173,0.36115697026252747,0.9945861101150513,0.999769389629364
Generated_images_Gemini/img_010.png,Nature,A bolt of lightning striking the ocean surface under a turbulent purple sky.,0.35294434428215027,0.3722066879272461,0.9996299743652344,0.9998015761375427
Generated_images_Gemini/img_011.png,Nature,"A golden retriever bounding through autumn leaves, mouth open in pure joy.",0.34989866614341736,0.3515101373195648,0.9997630715370178,0.9998012185096741
Generated_images_Gemini/img_012.png,Nature,"A tabby cat perched on a sunlit windowsill, watching raindrops race down the glass.",0.34882158041000366,0.34097403287887573,0.997552216053009,0.9982646107673645
Generated_images_Gemini/img_013.png,Nature,A small red fox peeking out from behind tall meadow grass in the golden hour light.,0.33533039689064026,0.294866144657135,0.9927456974983215,0.9998132586479187
Generated_images_Gemini/img_014.png,Nature,Close-up of a honeybee collecting pollen from a vibrant sunflower.,0.32022130489349365,0.295189768075943,0.9974381923675537,0.9904948472976685
Generated_images_Gemini/img_015.png,Nature,"A tiny hummingbird mid-flight, wings frozen in sharp detail, sipping from a red hibiscus.",0.33240172266960144,0.3307904303073883,0.9957180619239807,0.9994877576828003
Generated_images_Gemini/img_016.png,Nature,Dew-covered spiderweb glistening in the soft morning sun.,0.3175053596496582,0.31413260102272034,0.9977651834487915,0.9996235370635986
Generated_images_Gemini/img_017.png,Nature,A field of lavender swaying gently in the breeze under a peach-colored sunset.,0.34813055396080017,0.3548028767108917,0.9956183433532715,0.9990807771682739
Generated_images_Gemini/img_018.png,Nature,Wildflowers blooming along a rocky alpine trail in early spring.,0.32434624433517456,0.3412823975086212,0.9993447661399841,0.9984524250030518
Generated_images_Gemini/img_019.png,Nature,"A single white lotus floating on a still pond, framed by soft ripples.",0.3513604700565338,0.34832963347435,0.9992772936820984,0.9997348189353943
Generated_images_Gemini/img_020.png,Nature,"Bright tulips after a light rain, each petal beaded with water droplets.",0.32435178756713867,0.2840310335159302,0.9967231154441833,0.9998291730880737
Generated_images_Gemini/img_021.png,Cityscapes and structures,"A grand Gothic cathedral illuminated at night, its intricate spires casting long shadows.",0.3201521337032318,0.30598166584968567,0.04659857600927353,0.9924168586730957
Generated_images_Gemini/img_022.png,Cityscapes and structures,"A modern glass skyscraper reflecting a sunset skyline, with passing clouds mirrored in its façade.",0.367282509803772,0.33331388235092163,0.9994876384735107,0.9998152852058411
Generated_images_Gemini/img_023.png,Cityscapes and structures,"An ancient stone bridge over a quiet canal, lined with ivy-covered buildings.",0.3140904903411865,0.33259984850883484,0.9986893534660339,0.9997501969337463
Generated_images_Gemini/img_024.png,Cityscapes and structures,A cozy street café tucked beneath the arches of a 19th-century building.,0.283337265253067,0.2985510528087616,0.7231106758117676,0.988396167755127
Generated_images_Gemini/img_025.png,Cityscapes and structures,A luxurious seaside villa with floor-to-ceiling windows opening onto a private infinity pool.,0.31851837038993835,0.3052103519439697,0.9826393127441406,0.9995368719100952
Generated_images_Gemini/img_026.png,Cityscapes and structures,"An urban loft apartment with exposed brick walls, industrial lighting, and large arched windows.",0.318724662065506,0.3508399724960327,0.9996691942214966,0.9989731311798096
Generated_images_Gemini/img_027.png,Cityscapes and structures,"A rustic countryside cottage with a thatched roof, surrounded by blooming gardens.",0.3442161977291107,0.33982932567596436,0.9998563528060913,0.999822199344635
Generated_images_Gemini/img_028.png,Cityscapes and structures,A sleek penthouse balcony overlooking a glittering night skyline.,0.3404272794723511,0.3469082713127136,0.9997320771217346,0.9989381432533264
Generated_images_Gemini/img_029.png,Cityscapes and structures,A top-down view of a bustling city square with colorful market stalls and winding streets.,0.33774641156196594,0.33014458417892456,0.967474639415741,0.9234761595726013
Generated_images_Gemini/img_030.png,Cityscapes and structures,An aerial shot of a coastal city where high-rises meet a turquoise shoreline.,0.29857128858566284,0.31651976704597473,0.9994999170303345,0.9991253018379211
Generated_images_Gemini/img_031.png,Cityscapes and structures,"A bird’s-eye view of a busy highway interchange, lit by streams of car headlights at dusk.",0.246499702334404,0.2919576168060303,0.9229298233985901,0.6301680207252502
Generated_images_Gemini/img_032.png,Cityscapes and structures,A panoramic aerial view of a mountain city surrounded by autumn foliage.,0.36203786730766296,0.3690284490585327,0.9997890591621399,0.9688510894775391
Generated_images_Gemini/img_033.png,Cityscapes and structures,A foggy morning skyline where only the tallest towers emerge above the mist.,0.3192439377307892,0.2745429277420044,0.9968634843826294,0.9886552095413208
Generated_images_Gemini/img_034.png,Cityscapes and structures,"A vibrant downtown street at night, neon lights reflecting on wet pavement.",0.3202390670776367,0.3492499887943268,0.9996449947357178,0.9991826415061951
Generated_images_Gemini/img_035.png,Cityscapes and structures,"A historic European plaza with ornate fountains, bustling with pedestrians.",0.318317711353302,0.329290509223938,0.998824417591095,0.9991533756256104
Generated_images_Gemini/img_036.png,Cityscapes and structures,A narrow alleyway lined with colorful murals and hanging lanterns.,0.35912472009658813,0.3689183294773102,0.9998719692230225,0.9998800754547119
Generated_images_Gemini/img_037.png,Cityscapes and structures,A futuristic megacity with flying vehicles weaving between colossal towers.,0.33439505100250244,0.329861044883728,0.9997434020042419,0.9997978806495667
Generated_images_Gemini/img_038.png,Cityscapes and structures,"A quiet suburban street lined with identical houses, each with a small manicured garden.",0.31802958250045776,0.32969632744789124,0.9922122955322266,0.9996893405914307
